word,fre,len,Level,Word_Entropy,Word_Pronunciation_Complexity,Word_Polarity,Word_Sense_Count,Word_Complexity,Word_Morphology_encoded,IDF,TF_IDF,Flesch_Reading_Ease,word_length,syllable_count,is_stopword,synonym_count,hypernym_count,hyponym_count,semantic_category,polarity,subjectivity,vowel_count,consonant_count,part_of_speech,word_numerical
moulding,1,8,0,0.002532782,2,0.0,7,10,2348,8.787796878,1.0,36.62,8,2,0,7,6,41,6,0.0,0.0,3,5,12,2802
mounds,1,6,0,0.002532782,1,0.0,6,7,2349,8.787796878,1.0,121.22,6,1,0,6,6,17,6,0.0,0.0,2,4,7,2803
mughal,1,6,0,0.002532782,2,0.0,0,8,2353,8.787796878,1.0,121.22,6,0,0,0,0,0,29,0.0,0.0,2,4,5,2809
multicoloured,1,13,0,0.002532782,5,0.0,1,18,2354,8.787796878,1.0,-47.99,13,0,0,1,0,0,0,0.0,0.0,6,7,13,2810
multiplicity,1,12,0,0.002532782,5,0.0,2,17,2358,8.787796878,1.0,-217.19,12,5,0,2,2,1,7,0.0,0.0,4,8,5,2814
mundane,1,7,0,0.002532782,2,-0.166666667,3,9,2359,8.787796878,1.0,36.62,7,2,0,3,0,0,0,-0.166666667,0.166666667,3,4,5,2815
munis,1,5,0,0.002532782,2,0.0,0,7,2360,8.787796878,1.0,36.62,5,2,0,0,0,0,29,0.0,0.0,2,3,5,2816
murder,1,6,0,0.002532782,2,0.0,3,8,2361,8.787796878,1.0,36.62,6,2,0,3,3,20,4,0.0,0.0,2,4,5,2817
murderers,1,9,0,0.002532782,3,0.0,1,12,2362,8.787796878,1.0,-47.99,9,3,0,1,2,12,18,0.0,0.0,3,6,7,2818
murders,1,7,0,0.002532782,2,0.0,3,9,2361,8.787796878,1.0,36.62,7,2,0,3,3,20,4,0.0,0.0,2,5,7,2819
muscle,1,6,0,0.002532782,2,0.0,6,8,2363,8.787796878,1.0,36.62,6,2,0,6,6,13,8,0.0,0.0,2,4,5,2820
muscular,1,8,0,0.002532782,3,0.0,4,11,2364,8.787796878,1.0,-47.99,8,3,0,4,0,0,1,0.0,0.0,3,5,5,2822
muslim,1,6,0,0.002532782,2,0.0,2,8,2366,8.787796878,1.0,36.62,6,2,0,2,1,19,18,0.0,0.0,2,4,5,2824
mutinous,1,8,0,0.002532782,3,0.0,2,11,2367,8.787796878,1.0,36.62,8,3,0,2,0,0,0,0.0,0.0,4,4,2,2825
mutiny,1,6,0,0.002532782,3,0.0,2,9,2368,8.787796878,1.0,121.22,6,3,0,2,2,0,4,0.0,0.0,2,4,5,2826
mysteries,1,9,0,0.002532782,3,0.0,2,12,2370,8.787796878,1.0,-47.99,9,3,0,2,2,2,9,0.0,0.0,3,6,7,2827
mythological,1,12,0,0.002532782,5,0.0,1,17,2372,8.787796878,1.0,-132.59,12,5,0,1,0,0,0,0.0,0.0,4,8,2,2831
nabbed,1,6,0,0.002532782,1,0.0,3,7,2373,8.787796878,1.0,121.22,6,1,0,3,2,0,36,0.0,0.0,2,4,7,2833
named,1,5,0,0.002532782,1,0.0,9,6,2374,8.787796878,1.0,121.22,5,1,0,9,8,25,33,0.0,0.0,2,3,13,2834
nameless,1,8,0,0.002532782,2,-0.5,1,10,2375,8.787796878,1.0,36.62,8,2,0,1,0,0,0,-0.5,0.9,3,5,5,2835
names,1,5,0,0.002532782,1,0.0,16,6,2376,8.787796878,1.0,121.22,5,1,0,16,14,52,10,0.0,0.0,2,3,7,2836
narrating,1,9,0,0.002532782,3,0.0,2,12,2378,8.787796878,1.0,-47.99,9,0,0,2,1,4,33,0.0,0.0,3,6,12,2839
nationality,1,11,0,0.002532782,5,0.0,2,16,2385,8.787796878,1.0,-217.19,11,5,0,2,2,0,14,0.0,0.0,5,6,5,2847
nations,1,7,0,0.002532782,2,0.0,4,9,2382,8.787796878,1.0,36.62,7,2,0,4,3,19,14,0.0,0.0,3,4,7,2848
naturalness,1,11,0,0.002532782,4,0.0,3,15,2388,8.787796878,1.0,-132.59,11,0,0,3,3,8,7,0.0,0.0,4,7,5,2852
naught,1,6,0,0.002532782,1,0.0,2,7,2390,8.787796878,1.0,121.22,6,1,0,2,2,2,23,0.0,0.0,2,4,5,2854
naughty,1,7,0,0.002532782,2,-0.15,2,9,2391,8.787796878,1.0,121.22,7,2,0,2,0,0,0,-0.15,0.9,2,5,5,2855
nearest,1,7,0,0.002532782,2,0.0,7,9,2393,8.787796878,1.0,36.62,7,2,0,7,0,0,0,0.0,0.0,3,4,4,2857
nearing,1,7,0,0.002532782,2,0.0,1,9,2393,8.787796878,1.0,36.62,7,2,0,1,1,5,39,0.0,0.0,3,4,12,2858
necessities,1,11,0,0.002532782,4,0.0,2,15,2395,8.787796878,1.0,-132.59,11,4,0,2,2,5,26,0.0,0.0,5,6,7,2860
neck,1,4,0,0.002532782,1,0.0,6,5,2396,8.787796878,1.0,121.22,4,1,0,6,6,4,8,0.0,0.0,1,3,5,2861
needed,1,6,0,0.002532782,2,0.0,4,8,2398,8.787796878,1.0,36.62,6,2,0,4,1,7,43,0.0,0.0,3,3,13,2863
needle,1,6,0,0.002532782,2,0.0,6,8,2399,8.787796878,1.0,36.62,6,2,0,6,6,6,20,0.0,0.0,3,3,5,2864
needy,1,5,0,0.002532782,2,0.0,3,7,2401,8.787796878,1.0,121.22,5,2,0,3,1,0,14,0.0,0.0,2,3,5,2866
negates,1,7,0,0.002532782,2,0.0,4,9,2402,8.787796878,1.0,121.22,7,2,0,4,4,3,43,0.0,0.0,3,4,7,2867
neglected,1,9,0,0.002532782,3,0.0,6,12,2404,8.787796878,1.0,-47.99,9,3,0,6,0,10,32,0.0,0.0,3,6,13,2869
neighborhood,1,12,0,0.002532782,3,0.0,4,15,2406,8.787796878,1.0,-47.99,12,3,0,4,4,7,15,0.0,0.0,5,7,5,2871
neighbourhood,1,13,0,0.002532782,3,0.0,2,16,2408,8.787796878,1.0,-47.99,13,0,0,2,2,7,15,0.0,0.0,6,7,5,2873
nelly,1,5,0,0.002532782,2,0.0,0,7,2409,8.787796878,1.0,36.62,5,2,0,0,0,0,29,0.0,0.0,1,4,8,2876
neutral,1,7,0,0.002532782,2,0.0,8,9,2410,8.787796878,1.0,36.62,7,2,0,8,1,2,18,0.0,0.0,3,4,2,2877
neutrality,1,10,0,0.002532782,4,0.0,3,14,2411,8.787796878,1.0,-132.59,10,4,0,3,3,0,4,0.0,0.0,4,6,5,2878
noble,1,5,0,0.002532782,2,0.6,5,7,2422,8.787796878,1.0,36.62,5,2,0,5,1,15,18,0.6,0.9,2,3,2,2890
noise,1,5,0,0.002532782,1,0.0,7,6,2423,8.787796878,1.0,121.22,5,1,0,7,7,74,11,0.0,0.0,3,2,5,2891
noises,1,6,0,0.002532782,2,0.0,7,8,2423,8.787796878,1.0,36.62,6,2,0,7,7,74,11,0.0,0.0,3,3,7,2892
nonmetric,1,9,0,0.002532782,3,0.0,0,12,2425,8.787796878,1.0,36.62,9,0,0,0,0,0,29,0.0,0.0,3,6,2,2894
nonwhite,1,8,0,0.002532782,2,0.0,0,10,2426,8.787796878,1.0,36.62,8,2,0,0,0,0,29,0.0,0.0,3,5,8,2895
nose,1,4,0,0.002532782,1,0.0,14,5,2430,8.787796878,1.0,121.22,4,1,0,14,13,9,8,0.0,0.0,2,2,8,2899
notes,1,5,0,0.002532782,1,0.0,13,6,2431,8.787796878,1.0,121.22,5,1,0,13,11,49,10,0.0,0.0,2,3,7,2901
noticed,1,7,0,0.002532782,2,0.0,5,9,2432,8.787796878,1.0,36.62,7,2,0,5,3,10,40,0.0,0.0,3,4,13,2903
notices,1,7,0,0.002532782,3,0.0,11,10,2432,8.787796878,1.0,36.62,7,3,0,11,9,17,10,0.0,0.0,3,4,7,2904
noticing,1,8,0,0.002532782,3,0.0,4,11,2432,8.787796878,1.0,36.62,8,3,0,4,3,10,40,0.0,0.0,3,5,12,2905
noting,1,6,0,0.002532782,2,0.0,4,8,2431,8.787796878,1.0,36.62,6,2,0,4,2,2,33,0.0,0.0,2,4,12,2906
notorious,1,9,0,0.002532782,4,0.0,1,13,2434,8.787796878,1.0,-132.59,9,4,0,1,0,0,0,0.0,0.0,5,4,2,2908
nucleus,1,7,0,0.002532782,3,0.0,6,10,2438,8.787796878,1.0,-47.99,7,3,0,6,5,4,8,0.0,0.0,3,4,5,2914
numerically,1,11,0,0.002532782,4,0.0,1,15,2441,8.787796878,1.0,-217.19,11,4,0,1,0,0,2,0.0,0.0,4,7,8,2917
nurtured,1,8,0,0.002532782,2,0.0,3,10,2443,8.787796878,1.0,36.62,8,2,0,3,2,6,33,0.0,0.0,3,5,13,2919
nyagar,1,6,0,0.002532782,2,0.0,0,8,2444,8.787796878,1.0,36.62,6,0,0,0,0,0,29,0.0,0.0,2,4,5,2920
obeyed,1,6,0,0.002532782,2,0.0,1,8,2445,8.787796878,1.0,121.22,6,2,0,1,1,3,42,0.0,0.0,3,3,7,2922
objections,1,10,0,0.002532782,3,0.0,4,13,2447,8.787796878,1.0,-47.99,10,3,0,4,4,13,10,0.0,0.0,4,6,7,2924
objectivity,1,11,0,0.002532782,5,0.0,1,16,2449,8.787796878,1.0,-217.19,11,5,0,1,1,0,7,0.0,0.0,4,7,5,2926
objects,1,7,0,0.002532782,2,0.0,7,9,2446,8.787796878,1.0,36.62,7,2,0,7,7,58,3,0.0,0.0,2,5,7,2927
observant,1,9,0,0.002532782,3,0.0,3,12,2451,8.787796878,1.0,-47.99,9,3,0,3,0,0,0,0.0,0.0,3,6,5,2929
observed,1,8,0,0.002532782,2,0.0,10,10,2453,8.787796878,1.0,36.62,8,2,0,10,5,20,40,0.0,0.0,3,5,13,2931
obstinate,1,9,0,0.002532782,3,0.0,4,12,2456,8.787796878,1.0,-47.99,9,3,0,4,1,0,31,0.0,0.0,4,5,5,2934
obvious,1,7,0,0.002532782,3,0.0,1,10,2458,8.787796878,1.0,-47.99,7,3,0,1,0,0,0,0.0,0.5,4,3,2,2936
occasions,1,9,0,0.002532782,3,0.0,7,12,2461,8.787796878,1.0,-47.99,9,3,0,7,7,16,9,0.0,0.0,4,5,7,2939
occupation,1,10,0,0.002532782,4,0.0,5,14,2462,8.787796878,1.0,-132.59,10,4,0,5,4,16,4,0.0,0.0,5,5,5,2940
occupy,1,6,0,0.002532782,3,0.0,8,9,2463,8.787796878,1.0,-47.99,6,3,0,8,7,13,42,0.0,0.0,2,4,5,2941
occurrence,1,10,0,0.002532782,3,0.0,2,13,2465,8.787796878,1.0,-47.99,10,3,0,2,2,46,11,0.0,0.0,4,6,5,2944
octave,1,6,0,0.002532782,2,0.0,3,8,2467,8.787796878,1.0,36.62,6,2,0,3,3,0,28,0.0,0.0,3,3,5,2947
odour,1,5,0,0.002532782,2,0.0,2,7,2469,8.787796878,1.0,121.22,5,0,0,2,2,8,9,0.0,0.0,3,2,5,2949
odyssey,1,7,0,0.002532782,3,0.0,2,10,2470,8.787796878,1.0,121.22,7,3,0,2,1,0,4,0.0,0.0,2,5,5,2950
official,1,8,0,0.002532782,3,0.0,7,11,2474,8.787796878,1.0,-47.99,8,3,0,7,2,55,18,0.0,0.0,4,4,5,2956
officious,1,9,0,0.002532782,3,0.0,1,12,2475,8.787796878,1.0,-47.99,9,0,0,1,0,0,0,0.0,0.0,5,4,2,2958
older,1,5,0,0.002532782,2,0.166666667,11,7,2476,8.787796878,1.0,36.62,5,2,0,11,0,0,0,0.166666667,0.333333333,2,3,3,2959
olympia,1,7,0,0.002532782,4,0.0,2,11,2477,8.787796878,1.0,121.22,7,4,0,2,0,0,15,0.0,0.0,3,4,5,2960
operates,1,8,0,0.002532782,3,0.0,7,11,2485,8.787796878,1.0,-47.99,8,3,0,7,6,26,42,0.0,0.0,4,4,7,2969
operations,1,10,0,0.002532782,4,0.0,12,14,2486,8.787796878,1.0,-132.59,10,4,0,12,10,113,4,0.0,0.0,5,5,7,2970
opportunities,1,13,0,0.002532782,5,0.0,1,18,2488,8.787796878,1.0,-217.19,13,5,0,1,1,12,26,0.0,0.0,6,7,7,2973
opposes,1,7,0,0.002532782,3,0.0,6,10,2489,8.787796878,1.0,-47.99,7,3,0,6,6,10,33,0.0,0.0,3,4,7,2976
opposition,1,10,0,0.002532782,4,0.0,8,14,2491,8.787796878,1.0,-132.59,10,4,0,8,8,26,4,0.0,0.0,5,5,5,2978
oppressed,1,9,0,0.002532782,2,0.0,3,11,2492,8.787796878,1.0,36.62,9,2,0,3,1,2,42,0.0,0.0,3,6,13,2979
oppressiveness,1,14,0,0.002532782,5,0.0,2,19,2495,8.787796878,1.0,-132.59,14,0,0,2,2,1,12,0.0,0.0,5,9,5,2982
organic,1,7,0,0.002532782,3,0.0,7,10,2502,8.787796878,1.0,-47.99,7,3,0,7,1,5,27,0.0,0.0,3,4,2,2989
organisation,1,12,0,0.002532782,5,0.0,7,17,2503,8.787796878,1.0,-217.19,12,5,0,7,7,69,14,0.0,0.0,6,6,5,2990
organized,1,9,0,0.002532782,3,0.0,9,12,2505,8.787796878,1.0,-47.99,9,3,0,9,6,19,42,0.0,0.0,4,5,13,2993
organizing,1,10,0,0.002532782,4,0.0,6,14,2505,8.787796878,1.0,-132.59,10,4,0,6,6,19,42,0.0,0.0,4,6,12,2994
orientation,1,11,0,0.002532782,5,0.0,6,16,2509,8.787796878,1.0,-132.59,11,5,0,6,6,12,4,0.0,0.0,6,5,5,2997
origin,1,6,0,0.002532782,3,0.0,6,9,2510,8.787796878,1.0,36.62,6,3,0,6,6,17,15,0.0,0.0,3,3,5,2999
originality,1,11,0,0.002532782,6,0.0,2,17,2512,8.787796878,1.0,-217.19,11,6,0,2,2,5,9,0.0,0.0,5,6,5,3001
originally,1,10,0,0.002532782,5,0.375,3,15,2513,8.787796878,1.0,-132.59,10,5,0,3,0,0,2,0.375,0.75,4,6,8,3002
ornithologists,1,14,0,0.002532782,5,0.0,1,19,2514,8.787796878,1.0,-132.59,14,0,0,1,1,0,18,0.0,0.0,5,9,7,3003
ostensible,1,10,0,0.002532782,4,0.0,2,14,2516,8.787796878,1.0,-132.59,10,4,0,2,0,0,0,0.0,0.0,4,6,2,3005
outcast,1,7,0,0.002532782,2,0.0,2,9,2517,8.787796878,1.0,36.62,7,2,0,2,1,3,18,0.0,0.0,3,4,5,3006
outer,1,5,0,0.002532782,2,0.0,13,7,2519,8.787796878,1.0,36.62,5,2,0,13,0,0,0,0.0,0.0,3,2,5,3008
outfits,1,7,0,0.002532782,2,0.0,4,9,2520,8.787796878,1.0,36.62,7,2,0,4,4,34,14,0.0,0.0,3,4,7,3009
outgrown,1,8,0,0.002532782,2,0.0,2,10,2521,8.787796878,1.0,36.62,8,2,0,2,2,0,31,0.0,0.0,3,5,5,3010
outings,1,7,0,0.002532782,2,0.0,5,9,2522,8.787796878,1.0,36.62,7,2,0,2,2,2,4,0.0,0.0,3,4,7,3011
outsiders,1,9,0,0.002532782,3,0.0,2,12,2525,8.787796878,1.0,36.62,9,3,0,2,2,1,18,0.0,0.0,4,5,7,3015
outstanding,1,11,0,0.002532782,3,0.5,4,14,2527,8.787796878,1.0,-47.99,11,3,0,4,0,0,0,0.5,0.875,4,7,2,3017
outworkers,1,10,0,0.002532782,3,0.0,0,13,2528,8.787796878,1.0,-47.99,10,0,0,0,0,0,29,0.0,0.0,4,6,7,3018
overheard,1,9,0,0.002532782,3,0.0,1,12,2532,8.787796878,1.0,36.62,9,3,0,1,1,0,40,0.0,0.0,4,5,5,3022
overlook,1,8,0,0.002532782,3,0.0,6,11,2533,8.787796878,1.0,36.62,8,3,0,6,4,3,15,0.0,0.0,4,4,5,3023
overlooked,1,10,0,0.002532782,3,0.0,6,13,2533,8.787796878,1.0,36.62,10,3,0,6,3,3,40,0.0,0.0,5,5,13,3024
overproduction,1,14,0,0.002532782,5,0.0,1,19,2534,8.787796878,1.0,-132.59,14,5,0,1,1,0,4,0.0,0.0,6,8,5,3025
overwhelmed,1,11,0,0.002532782,3,0.0,4,14,2535,8.787796878,1.0,36.62,11,3,0,4,4,8,38,0.0,0.0,4,7,2,3026
owner,1,5,0,0.002532782,2,0.0,2,7,2538,8.787796878,1.0,36.62,5,2,0,2,2,15,18,0.0,0.0,2,3,5,3029
owns,1,4,0,0.002532782,1,0.0,1,5,2537,8.787796878,1.0,121.22,4,1,0,1,0,1,41,0.0,0.0,1,3,14,3030
pack,1,4,0,0.002532782,1,0.0,22,5,2541,8.787796878,1.0,121.22,4,1,0,22,21,20,23,0.0,0.0,1,3,5,3033
packaged,1,8,0,0.002532782,2,0.0,2,10,2542,8.787796878,1.0,36.62,8,2,0,2,1,0,36,0.0,0.0,3,5,13,3034
painful,1,7,0,0.002532782,2,-0.7,4,9,2544,8.787796878,1.0,121.22,7,2,0,4,0,0,0,-0.7,0.9,3,4,5,3037
painstakingly,1,13,0,0.002532782,4,0.0,1,17,2545,8.787796878,1.0,-47.99,13,4,0,1,0,0,2,0.0,0.0,4,9,8,3038
painted,1,7,0,0.002532782,2,0.0,8,9,2546,8.787796878,1.0,36.62,7,2,0,8,4,14,37,0.0,0.0,3,4,13,3039
paintings,1,9,0,0.002532782,2,0.0,8,11,2548,8.787796878,1.0,36.62,9,2,0,4,5,28,6,0.0,0.0,3,6,7,3042
pairing,1,7,0,0.002532782,2,0.0,7,9,2549,8.787796878,1.0,36.62,7,2,0,7,7,18,4,0.0,0.0,3,4,12,3043
palate,1,6,0,0.002532782,2,0.0,1,8,2550,8.787796878,1.0,121.22,6,2,0,1,1,0,8,0.0,0.0,3,3,5,3044
palm,1,4,0,0.002532782,1,0.0,5,5,2552,8.787796878,1.0,121.22,4,1,0,5,5,33,8,0.0,0.0,1,3,5,3046
paper,1,5,0,0.002532782,2,0.0,9,7,2553,8.787796878,1.0,36.62,5,2,0,9,8,48,27,0.0,0.0,2,3,5,3047
paradigmatic,1,12,0,0.002532782,5,0.0,3,17,2555,8.787796878,1.0,-47.99,12,0,0,3,0,0,1,0.0,0.0,5,7,2,3049
paragraphs,1,10,0,0.002532782,3,0.0,4,13,2557,8.787796878,1.0,36.62,10,3,0,4,3,0,10,0.0,0.0,3,7,5,3052
parallelism,1,11,0,0.002532782,5,0.0,1,16,2559,8.787796878,1.0,-132.59,11,5,0,1,1,0,7,0.0,0.0,4,7,5,3054
paramountcy,1,11,0,0.002532782,4,0.0,1,15,2561,8.787796878,1.0,36.62,11,0,0,1,1,0,26,0.0,0.0,4,7,5,3057
parenting,1,9,0,0.002532782,3,0.0,1,12,2562,8.787796878,1.0,-47.99,9,3,0,1,0,3,42,0.0,0.0,3,6,12,3059
parlance,1,8,0,0.002532782,2,0.0,1,10,2563,8.787796878,1.0,36.62,8,2,0,1,1,0,10,0.0,0.0,3,5,5,3061
parody,1,6,0,0.002532782,3,0.0,4,9,2564,8.787796878,1.0,-47.99,6,3,0,4,4,1,10,0.0,0.0,2,4,5,3062
parted,1,6,0,0.002532782,2,0.0,6,8,2567,8.787796878,1.0,36.62,6,2,0,6,4,40,39,0.0,0.0,2,4,13,3065
parthenon,1,9,0,0.002532782,3,0.0,1,12,2568,8.787796878,1.0,121.22,9,3,0,1,0,0,6,0.0,0.0,3,6,5,3066
partial,1,7,0,0.002532782,2,-0.1,5,9,2569,8.787796878,1.0,36.62,7,2,0,5,2,0,9,-0.1,0.3,3,4,2,3067
partially,1,9,0,0.002532782,3,-0.1,1,12,2570,8.787796878,1.0,-47.99,9,3,0,1,0,0,2,-0.1,0.3,3,6,8,3068
participant,1,11,0,0.002532782,4,0.0,2,15,2571,8.787796878,1.0,-132.59,11,4,0,2,2,30,18,0.0,0.0,4,7,5,3069
participated,1,12,0,0.002532782,5,0.0,2,17,2572,8.787796878,1.0,-217.19,12,5,0,2,1,2,42,0.0,0.0,5,7,11,3071
participation,1,13,0,0.002532782,5,0.0,2,18,2573,8.787796878,1.0,-217.19,13,5,0,2,2,3,4,0.0,0.0,6,7,5,3072
partner,1,7,0,0.002532782,2,0.0,5,9,2575,8.787796878,1.0,36.62,7,2,0,5,6,12,18,0.0,0.0,2,5,5,3074
party,1,5,0,0.002532782,2,0.0,6,7,2577,8.787796878,1.0,36.62,5,2,0,6,6,80,14,0.0,0.0,1,4,5,3076
patches,1,7,0,0.002532782,2,0.0,13,9,2581,8.787796878,1.0,36.62,7,2,0,13,13,32,7,0.0,0.0,2,5,7,3082
paternal,1,8,0,0.002532782,3,0.0,4,11,2582,8.787796878,1.0,-47.99,8,3,0,4,0,0,1,0.0,0.0,3,5,5,3083
paths,1,5,0,0.002532782,1,0.0,4,6,2583,8.787796878,1.0,121.22,5,1,0,4,3,39,4,0.0,0.0,1,4,7,3085
pathways,1,8,0,0.002532782,2,0.0,2,10,2584,8.787796878,1.0,36.62,8,2,0,2,2,3,8,0.0,0.0,2,6,7,3086
patient,1,7,0,0.002532782,2,0.0,3,9,2585,8.787796878,1.0,36.62,7,2,0,3,3,10,18,0.0,0.0,3,4,5,3087
patrolman,1,9,0,0.002532782,3,0.0,1,12,2586,8.787796878,1.0,-47.99,9,3,0,1,1,0,18,0.0,0.0,3,6,5,3088
pedals,1,6,0,0.002532782,2,0.0,4,8,2596,8.787796878,1.0,36.62,6,2,0,4,4,7,10,0.0,0.0,2,4,7,3099
peep,1,4,0,0.002532782,1,0.0,7,5,2597,8.787796878,1.0,121.22,4,1,0,7,7,1,11,0.0,0.0,2,2,5,3100
pence,1,5,0,0.002532782,1,0.0,2,6,2599,8.787796878,1.0,121.22,5,1,0,2,2,2,23,0.0,0.0,2,3,5,3101
perceived,1,9,0,0.002532782,2,0.0,4,11,2601,8.787796878,1.0,36.62,9,2,0,4,1,19,40,0.0,0.0,4,5,13,3104
perceiver,1,9,0,0.002532782,3,0.0,1,12,2602,8.787796878,1.0,-47.99,9,0,0,1,1,10,18,0.0,0.0,4,5,5,3105
percent,1,7,0,0.002532782,2,0.0,1,9,2603,8.787796878,1.0,36.62,7,2,0,1,1,4,24,0.0,0.0,2,5,5,3106
perception,1,10,0,0.002532782,3,0.0,5,13,2604,8.787796878,1.0,-47.99,10,3,0,5,5,18,9,0.0,0.0,4,6,5,3107
perceptions,1,11,0,0.002532782,3,0.0,5,14,2604,8.787796878,1.0,-47.99,11,3,0,5,5,18,9,0.0,0.0,4,7,7,3108
perfectly,1,9,0,0.002532782,3,1.0,2,12,2607,8.787796878,1.0,-47.99,9,3,0,2,0,0,2,1.0,1.0,2,7,8,3111
perforce,1,8,0,0.002532782,2,0.0,1,10,2608,8.787796878,1.0,36.62,8,2,0,1,0,0,2,0.0,0.0,3,5,5,3112
performers,1,10,0,0.002532782,3,0.0,1,13,2610,8.787796878,1.0,-47.99,10,3,0,1,1,25,18,0.0,0.0,3,7,7,3115
performs,1,8,0,0.002532782,2,0.0,4,10,2609,8.787796878,1.0,36.62,8,2,0,4,3,44,37,0.0,0.0,2,6,7,3117
perilous,1,8,0,0.002532782,3,0.0,1,11,2612,8.787796878,1.0,36.62,8,3,0,1,0,0,0,0.0,0.0,4,4,2,3118
periodic,1,8,0,0.002532782,4,0.0,2,12,2614,8.787796878,1.0,-132.59,8,4,0,2,0,0,0,0.0,0.0,4,4,5,3120
periods,1,7,0,0.002532782,3,0.0,7,10,2613,8.787796878,1.0,-47.99,7,3,0,7,7,132,28,0.0,0.0,3,4,7,3121
peripeteia,1,10,0,0.002532782,4,0.0,1,14,2615,8.787796878,1.0,121.22,10,0,0,1,1,0,11,0.0,0.0,6,4,5,3122
permanently,1,11,0,0.002532782,4,0.0,1,15,2616,8.787796878,1.0,-132.59,11,4,0,1,0,0,2,0.0,0.0,3,8,8,3123
permission,1,10,0,0.002532782,3,0.0,2,13,2617,8.787796878,1.0,-47.99,10,3,0,2,2,13,10,0.0,0.0,4,6,5,3124
persecuting,1,11,0,0.002532782,4,0.0,1,15,2621,8.787796878,1.0,-132.59,11,4,0,1,1,1,42,0.0,0.0,4,7,12,3129
perseveres,1,10,0,0.002532782,3,0.0,1,13,2622,8.787796878,1.0,-47.99,10,3,0,1,1,4,31,0.0,0.0,4,6,7,3130
persians,1,8,0,0.002532782,2,0.0,2,10,2623,8.787796878,1.0,36.62,8,2,0,2,2,1,18,0.0,0.0,3,5,7,3131
personally,1,10,0,0.002532782,4,0.0,5,14,2627,8.787796878,1.0,-132.59,10,4,0,5,0,0,2,0.0,0.3,3,7,8,3135
persons,1,7,0,0.002532782,2,0.0,3,9,2624,8.787796878,1.0,36.62,7,2,0,3,4,405,3,0.0,0.0,2,5,7,3136
persuading,1,10,0,0.002532782,3,0.0,2,13,2629,8.787796878,1.0,-47.99,10,3,0,2,2,16,42,0.0,0.0,4,6,12,3139
pertaining,1,10,0,0.002532782,3,0.0,2,13,2630,8.787796878,1.0,-47.99,10,3,0,2,1,4,43,0.0,0.0,4,6,12,3140
perusal,1,7,0,0.002532782,3,0.0,1,10,2631,8.787796878,1.0,36.62,7,3,0,1,1,0,10,0.0,0.0,3,4,5,3141
phenomena,1,9,0,0.002532782,4,0.0,2,13,2635,8.787796878,1.0,-132.59,9,4,0,2,2,7,3,0.0,0.0,4,5,5,3146
phidias,1,7,0,0.002532782,2,0.0,1,9,2636,8.787796878,1.0,121.22,7,0,0,1,0,0,18,0.0,0.0,3,4,5,3148
philistinism,1,12,0,0.002532782,4,0.0,1,16,2637,8.787796878,1.0,-47.99,12,0,0,1,1,0,26,0.0,0.0,4,8,5,3149
philosopher,1,11,0,0.002532782,4,0.0,2,15,2638,8.787796878,1.0,36.62,11,4,0,2,2,24,18,0.0,0.0,4,7,5,3150
philosophers,1,12,0,0.002532782,4,0.0,2,16,2638,8.787796878,1.0,36.62,12,4,0,2,2,24,18,0.0,0.0,4,8,7,3151
phonetics,1,9,0,0.002532782,3,0.0,1,12,2644,8.787796878,1.0,-47.99,9,3,0,1,1,0,9,0.0,0.0,3,6,7,3157
phonology,1,9,0,0.002532782,4,0.0,1,13,2645,8.787796878,1.0,-47.99,9,4,0,1,1,1,9,0.0,0.0,3,6,5,3158
phrase,1,6,0,0.002532782,1,0.0,6,7,2646,8.787796878,1.0,121.22,6,1,0,6,6,14,10,0.0,0.0,2,4,5,3159
physics,1,7,0,0.002532782,2,0.0,3,9,2648,8.787796878,1.0,121.22,7,2,0,3,2,25,9,0.0,0.0,1,6,7,3162
physiologically,1,15,0,0.002532782,6,0.0,1,21,2649,8.787796878,1.0,-386.39,15,6,0,1,0,0,2,0.0,0.0,5,10,8,3163
pick,1,4,0,0.002532782,1,0.0,21,5,2650,8.787796878,1.0,121.22,4,1,0,21,20,18,9,0.0,0.0,1,3,5,3164
picks,1,5,0,0.002532782,1,0.0,21,6,2650,8.787796878,1.0,121.22,5,1,0,21,20,18,9,0.0,0.0,1,4,7,3165
piebald,1,7,0,0.002532782,2,0.0,1,9,2653,8.787796878,1.0,121.22,7,2,0,1,0,0,0,0.0,0.0,3,4,5,3169
piled,1,5,0,0.002532782,1,0.0,3,6,2657,8.787796878,1.0,121.22,5,1,0,3,3,2,36,0.0,0.0,2,3,13,3174
pinned,1,6,0,0.002532782,1,0.0,4,7,2659,8.787796878,1.0,121.22,6,1,0,4,3,1,36,0.0,0.0,2,4,13,3176
pivotal,1,7,0,0.002532782,3,0.5,1,10,2662,8.787796878,1.0,36.62,7,3,0,1,0,0,0,0.5,0.8,3,4,5,3179
placating,1,9,0,0.002532782,3,0.0,2,12,2663,8.787796878,1.0,-47.99,9,3,0,2,1,0,38,0.0,0.0,3,6,12,3180
plants,1,6,0,0.002532782,1,0.0,10,7,2668,8.787796878,1.0,121.22,6,1,0,10,9,56,6,0.0,0.0,1,5,7,3186
plato,1,5,0,0.002532782,2,0.0,1,7,2670,8.787796878,1.0,36.62,5,2,0,1,0,0,18,0.0,0.0,2,3,5,3188
